,color,weight,movability,material,shape,size,name,picking,powering,disassembly
48202,1,1,1,4,3,2,8,1,1,1
48203,9,1,1,4,2,2,6,1,1,1
48204,10,1,1,6,5,3,4,1,1,1
48205,1,2,1,2,3,2,18,1,1,3
48206,9,1,1,4,6,1,10,1,1,1
48207,9,1,1,4,6,1,7,1,1,1
48208,2,1,1,2,6,1,7,1,1,1
48209,7,2,1,1,3,2,11,2,1,1
48210,10,1,1,4,3,2,18,1,1,3
48211,5,1,1,3,3,2,8,1,1,1
48212,10,1,1,4,2,2,20,1,1,1
48213,4,1,1,4,3,2,6,1,1,1
48214,7,3,2,4,3,3,5,3,2,3
48215,2,1,1,2,6,1,17,1,1,1
48216,9,3,2,4,2,3,5,3,2,3
48217,5,2,1,3,4,2,3,1,1,1
48218,6,1,1,4,3,2,8,1,1,1
48219,5,1,1,3,2,2,20,1,1,1
48220,5,1,1,3,2,2,20,1,1,1
48221,5,1,1,3,3,2,8,1,1,1
48222,10,2,1,5,5,2,4,1,1,1
48223,2,1,1,2,6,1,17,1,1,1
48224,5,1,1,3,3,2,8,1,1,1
48225,2,1,1,2,6,1,7,1,1,1
48226,10,2,1,5,5,2,4,1,1,1
48227,5,1,1,3,2,2,20,1,1,1
48228,9,2,1,1,4,2,3,1,1,1
48229,12,2,1,2,3,2,18,1,1,3
48230,8,2,1,1,3,2,11,2,1,1
48231,8,2,1,1,3,2,11,2,1,1
48232,5,1,1,3,2,2,20,1,1,1
48233,9,1,1,4,2,2,6,1,1,1
48234,10,1,1,4,2,2,20,1,1,1
48235,2,1,1,2,6,1,17,1,1,1
48236,9,2,1,1,4,2,3,1,1,1
48237,2,1,1,2,6,1,10,1,1,1
48238,2,1,1,2,3,2,18,1,1,3
48239,1,1,1,4,3,1,6,1,1,1
48240,8,3,2,2,5,3,19,3,2,2
48241,6,1,1,4,2,2,20,1,1,1
48242,5,2,1,3,4,2,3,1,1,1
48243,5,1,1,3,3,2,8,1,1,1
48244,7,1,1,2,2,1,15,2,1,1
48245,8,3,2,4,3,3,2,3,2,3
48246,6,1,1,4,3,2,6,1,1,1
48247,2,1,1,2,6,1,7,1,1,1
48248,8,2,1,1,3,2,11,2,1,1
48249,5,1,1,3,2,2,20,1,1,1
48250,5,1,1,3,5,2,8,1,1,1
48251,11,1,1,2,1,3,1,1,1,1
48252,7,1,1,2,2,1,15,2,1,1
48253,10,1,1,4,3,1,6,1,1,1
48254,8,2,1,1,3,2,11,2,1,1
48255,2,1,1,2,6,1,7,1,1,1
48256,1,2,1,4,4,2,3,1,1,1
48257,3,1,1,4,3,2,8,1,1,1
48258,2,1,1,2,6,1,7,1,1,1
48259,11,1,1,2,1,2,1,1,1,1
48260,9,1,1,4,6,1,17,1,1,1
48261,2,1,1,2,3,2,18,1,1,3
48262,7,2,1,1,3,2,11,2,1,1
48263,4,1,1,4,3,2,6,1,1,1
48264,5,1,1,3,3,2,8,1,1,1
48265,7,1,1,2,2,1,15,2,1,1
48266,5,1,1,3,2,2,20,1,1,1
48267,2,1,1,2,6,1,10,1,1,1
48268,5,2,1,3,4,2,3,1,1,1
48269,5,1,1,3,2,2,20,1,1,1
48270,2,1,1,2,6,1,10,1,1,1
48271,2,1,1,2,6,1,17,1,1,1
48272,5,1,1,3,2,2,20,1,1,1
48273,5,1,1,3,3,2,8,1,1,1
48274,2,1,1,2,6,1,17,1,1,1
48275,4,1,1,2,3,2,16,1,1,1
48276,3,1,1,4,3,2,8,1,1,1
48277,5,1,1,3,3,2,8,1,1,1
48278,2,1,1,2,6,1,17,1,1,1
48279,5,1,1,3,2,2,20,1,1,1
48280,2,1,1,2,6,1,17,1,1,1
48281,5,1,1,3,3,2,8,1,1,1
48282,9,1,1,4,6,1,17,1,1,1
48283,7,2,1,1,3,2,11,2,1,1
48284,2,1,1,2,2,1,15,2,1,1
48285,4,1,1,2,3,2,16,1,1,1
48286,2,1,1,2,2,1,15,2,1,1
48287,12,1,1,6,1,2,1,1,1,1
48288,5,1,1,3,3,2,8,1,1,1
48289,1,2,1,1,3,1,11,2,1,1
48290,5,1,1,3,3,2,8,1,1,1
48291,2,1,1,2,6,1,7,1,1,1
48292,2,1,1,2,6,1,7,1,1,1
48293,5,1,1,3,5,2,8,1,1,1
48294,2,1,1,2,3,2,18,1,1,3
48295,5,1,1,3,2,2,20,1,1,1
48296,9,2,1,1,1,2,13,1,1,1
48297,1,1,1,2,3,2,16,1,1,1
48298,7,1,1,2,2,1,15,2,1,1
48299,5,1,1,3,3,2,8,1,1,1
48300,5,1,1,3,2,2,20,1,1,1
48301,2,1,1,2,6,1,7,1,1,1
48302,5,1,1,3,2,2,20,1,1,1
48303,2,1,1,2,2,1,15,2,1,1
48304,2,1,1,2,6,1,17,1,1,1
48305,5,1,1,3,2,2,20,1,1,1
48306,2,1,1,2,2,1,15,2,1,1
48307,10,2,1,1,1,1,13,1,1,1
48308,5,1,1,3,2,2,20,1,1,1
48309,2,3,2,2,2,3,9,2,2,2
48310,1,2,1,4,4,2,3,1,1,1
48311,7,1,1,2,2,1,15,2,1,1
48312,2,1,1,2,2,1,15,2,1,1
48313,2,3,1,2,3,2,14,2,1,3
48314,9,2,1,1,4,2,3,1,1,1
48315,2,1,1,2,6,1,10,1,1,1
48316,12,1,1,4,3,2,18,1,1,3
48317,2,1,1,2,6,1,10,1,1,1
48318,3,2,1,1,3,2,11,2,1,1
48319,10,1,1,4,3,2,18,1,1,3
48320,2,1,1,2,6,1,17,1,1,1
48321,7,3,1,2,2,3,12,2,1,2
48322,10,1,1,4,2,2,20,1,1,1
48323,8,3,2,2,5,3,19,3,2,2
48324,4,1,1,4,3,1,8,1,1,1
48325,2,1,1,2,2,1,15,2,1,1
48326,3,1,1,2,3,2,16,1,1,1
48327,1,2,1,1,1,1,13,1,1,1
48328,1,1,1,4,2,2,20,1,1,1
48329,2,3,2,2,5,3,19,3,2,2
48330,9,1,1,4,6,1,10,1,1,1
48331,7,3,2,4,3,3,5,3,2,3
48332,7,1,1,2,2,1,15,2,1,1
48333,9,1,1,4,6,1,17,1,1,1
48334,6,1,1,4,3,2,18,1,1,3
48335,9,1,1,4,6,1,17,1,1,1
48336,7,3,2,4,3,3,5,3,2,3
48337,2,1,1,2,6,1,7,1,1,1
48338,5,1,1,3,3,2,8,1,1,1
48339,2,1,1,2,6,1,10,1,1,1
48340,6,2,1,2,3,2,18,1,1,3
48341,1,1,1,4,2,2,20,1,1,1
48342,10,2,1,5,2,3,4,1,1,1
48343,5,1,1,3,3,2,8,1,1,1
48344,9,3,2,4,2,3,5,3,2,3
48345,6,1,1,4,3,1,8,1,1,1
48346,8,2,1,1,3,2,11,2,1,1
48347,5,1,1,3,3,2,8,1,1,1
48348,12,2,1,4,4,2,3,1,1,1
48349,9,2,1,1,4,1,3,1,1,1
48350,2,1,1,2,6,1,7,1,1,1
48351,8,2,1,1,3,2,11,2,1,1
48352,1,2,1,2,3,2,18,1,1,3
48353,9,2,1,1,4,1,3,1,1,1
48354,5,1,1,3,3,2,8,1,1,1
48355,2,1,1,2,6,1,17,1,1,1
48356,9,1,1,4,6,1,10,1,1,1
48357,5,1,1,3,3,2,8,1,1,1
48358,4,3,2,2,2,3,9,2,1,2
48359,2,3,2,2,2,3,9,2,2,2
48360,2,1,1,2,6,1,10,1,1,1
48361,7,1,1,2,2,1,15,2,1,1
48362,1,1,1,4,3,2,8,1,1,1
48363,5,1,1,3,3,2,8,1,1,1
48364,7,3,2,4,3,3,5,3,2,3
48365,8,2,1,1,1,1,13,1,1,1
48366,10,2,1,1,3,2,11,2,1,1
48367,5,1,1,3,3,2,8,1,1,1
48368,2,1,1,2,6,1,10,1,1,1
48369,2,1,1,2,6,1,10,1,1,1
48370,2,3,2,2,2,3,9,2,2,2
48371,4,1,1,6,5,3,4,1,1,1
48372,1,1,1,4,5,3,4,1,1,1
48373,1,2,1,1,3,2,11,2,1,1
48374,5,1,1,3,5,2,8,1,1,1
48375,12,2,1,1,1,1,13,1,1,1
48376,5,1,1,3,2,2,20,1,1,1
48377,5,1,1,3,5,2,8,1,1,1
48378,8,2,1,2,3,2,18,1,1,3
48379,5,1,1,3,5,2,8,1,1,1
48380,7,3,1,2,2,3,14,2,1,3
48381,2,1,1,2,6,1,17,1,1,1
48382,5,1,1,3,3,2,8,1,1,1
48383,7,2,1,1,3,2,11,2,1,1
48384,2,1,1,2,2,1,15,2,1,1
48385,10,3,2,4,2,3,2,3,2,3
48386,5,1,1,3,3,2,8,1,1,1
48387,9,3,2,4,2,3,5,3,2,3
48388,5,1,1,3,2,2,20,1,1,1
48389,8,3,2,2,5,3,19,3,2,2
48390,2,1,1,2,6,1,10,1,1,1
48391,8,2,1,2,3,2,18,1,1,3
48392,3,2,1,2,3,2,18,1,1,3
48393,10,3,2,4,3,3,2,3,2,3
48394,4,1,1,4,3,2,8,1,1,1
48395,8,3,2,2,5,3,19,3,2,2
48396,10,2,1,2,2,3,12,2,1,2
48397,3,1,1,4,3,2,8,1,1,1
48398,2,1,1,2,6,1,10,1,1,1
48399,7,1,1,2,2,1,15,2,1,1
48400,9,2,1,1,1,2,13,1,1,1
48401,1,1,1,4,2,2,20,1,1,1
48402,7,3,1,2,2,3,14,2,1,3
48403,10,2,1,1,1,1,13,1,1,1
48404,8,2,1,1,3,2,11,2,1,1
48405,8,2,1,1,1,2,13,1,1,1
48406,7,2,1,1,3,2,11,2,1,1
48407,3,1,1,4,3,1,8,1,1,1
48408,9,2,1,1,1,2,13,1,1,1
48409,3,2,1,2,3,2,18,1,1,3
48410,2,1,1,2,6,1,7,1,1,1
48411,9,1,1,4,6,1,17,1,1,1
48412,5,1,1,3,5,2,8,1,1,1
48413,5,2,1,3,4,2,3,1,1,1
48414,5,1,1,3,3,2,8,1,1,1
48415,2,3,1,2,3,2,14,2,1,3
48416,5,1,1,3,3,2,8,1,1,1
48417,9,1,1,4,6,1,7,1,1,1
48418,2,3,1,2,3,2,14,2,1,3
48419,9,2,1,1,4,1,3,1,1,1
48420,6,3,2,4,3,3,2,3,2,3
48421,5,1,1,3,2,2,20,1,1,1
48422,2,1,1,2,6,1,10,1,1,1
48423,12,3,2,4,3,3,2,3,2,3
48424,10,2,1,2,2,3,12,2,1,2
48425,2,1,1,2,6,1,17,1,1,1
48426,10,2,1,5,5,2,4,1,1,1
48427,5,1,1,3,5,2,8,1,1,1
48428,4,1,1,4,3,2,18,1,1,3
48429,2,1,1,2,6,1,10,1,1,1
48430,9,1,1,4,6,1,10,1,1,1
48431,2,1,1,2,2,1,15,2,1,1
48432,9,2,1,1,1,2,13,1,1,1
48433,2,1,1,2,2,1,15,2,1,1
48434,2,1,1,2,6,1,17,1,1,1
48435,9,1,1,4,6,1,17,1,1,1
48436,1,3,2,4,3,3,2,3,2,3
48437,2,1,1,2,6,1,7,1,1,1
48438,1,2,1,1,3,1,11,2,1,1
48439,5,1,1,3,5,2,8,1,1,1
48440,10,2,1,5,2,3,4,1,1,1
48441,5,2,1,3,4,2,3,1,1,1
48442,5,1,1,3,2,2,20,1,1,1
48443,5,1,1,3,2,2,20,1,1,1
48444,5,1,1,3,5,2,8,1,1,1
48445,9,2,1,1,4,2,3,1,1,1
48446,5,1,1,3,2,2,20,1,1,1
48447,1,2,1,2,3,2,18,1,1,3
48448,3,3,2,2,2,3,9,2,1,2
48449,5,1,1,3,2,2,20,1,1,1
48450,8,3,2,2,5,3,19,3,2,2
48451,5,1,1,3,2,2,20,1,1,1
48452,9,1,1,4,6,1,17,1,1,1
48453,2,3,2,2,5,3,19,3,2,2
48454,5,1,1,3,5,2,8,1,1,1
48455,10,2,1,2,2,3,12,2,1,2
48456,4,2,1,1,3,1,11,2,1,1
48457,7,3,1,2,2,3,12,2,1,2
48458,7,3,1,2,2,3,14,2,1,3
48459,1,3,2,2,2,3,9,2,1,2
48460,5,1,1,3,3,2,8,1,1,1
48461,9,2,1,1,1,2,13,1,1,1
48462,2,1,1,2,6,1,17,1,1,1
48463,2,1,1,2,6,1,10,1,1,1
48464,7,1,1,2,2,1,15,2,1,1
48465,5,1,1,3,5,2,8,1,1,1
48466,5,1,1,3,3,1,8,1,1,1
48467,10,2,1,2,3,2,18,1,1,3
48468,8,2,1,1,3,2,11,2,1,1
48469,5,1,1,3,2,2,20,1,1,1
48470,5,1,1,3,3,2,8,1,1,1
48471,9,1,1,4,2,2,6,1,1,1
48472,9,1,1,4,6,1,10,1,1,1
48473,9,1,1,4,6,1,7,1,1,1
48474,5,1,1,3,3,2,8,1,1,1
48475,5,1,1,3,2,2,20,1,1,1
48476,2,3,2,2,5,3,19,3,2,2
48477,8,2,1,1,3,2,11,2,1,1
48478,5,1,1,3,3,2,8,1,1,1
48479,5,1,1,3,3,2,8,1,1,1
48480,2,1,1,2,6,1,17,1,1,1
48481,7,2,1,1,3,2,11,2,1,1
48482,10,1,1,6,1,3,1,1,1,1
48483,5,1,1,3,3,2,8,1,1,1
48484,5,1,1,3,2,2,20,1,1,1
48485,8,1,1,2,3,2,16,1,1,1
48486,5,1,1,3,2,2,20,1,1,1
48487,4,1,1,4,3,2,8,1,1,1
48488,10,3,2,4,3,3,2,3,2,3
48489,2,1,1,2,6,1,10,1,1,1
48490,10,2,1,1,4,2,3,1,1,1
48491,9,1,1,4,2,2,6,1,1,1
48492,5,1,1,3,3,2,8,1,1,1
48493,2,1,1,2,6,1,7,1,1,1
48494,9,1,1,4,6,1,7,1,1,1
48495,6,2,1,1,3,2,11,2,1,1
48496,5,1,1,3,2,2,20,1,1,1
48497,7,3,2,4,3,3,5,3,2,3
48498,9,1,1,4,6,1,7,1,1,1
48499,2,3,2,2,5,3,19,3,2,2
48500,2,1,1,2,6,1,17,1,1,1
48501,3,2,1,1,3,1,11,2,1,1
48502,8,3,2,2,5,3,19,3,2,2
48503,9,1,1,4,2,2,6,1,1,1
48504,2,1,1,2,3,2,18,1,1,3
48505,2,1,1,2,6,1,7,1,1,1
48506,10,1,1,4,3,2,18,1,1,3
48507,5,1,1,3,5,2,8,1,1,1
48508,8,3,2,2,5,3,19,3,2,2
48509,8,2,1,2,3,2,18,1,1,3
48510,7,3,1,2,2,3,14,2,1,3
48511,5,2,1,3,4,2,3,1,1,1
48512,2,3,1,2,3,2,14,2,1,3
48513,2,1,1,2,6,1,17,1,1,1
48514,1,3,2,2,2,3,9,2,1,2
48515,7,1,1,2,2,1,15,2,1,1
48516,9,2,1,1,4,1,3,1,1,1
48517,9,2,1,1,4,1,3,1,1,1
48518,3,1,1,2,3,2,16,1,1,1
48519,6,2,1,2,3,2,18,1,1,3
48520,10,1,1,2,3,2,16,1,1,1
48521,5,1,1,3,3,2,8,1,1,1
48522,2,1,1,2,6,1,10,1,1,1
48523,10,2,1,5,2,3,4,1,1,1
48524,2,1,1,2,2,1,15,2,1,1
48525,5,1,1,3,3,1,8,1,1,1
48526,8,2,1,1,3,2,11,2,1,1
48527,5,1,1,3,2,2,20,1,1,1
48528,5,1,1,3,3,2,8,1,1,1
48529,7,2,1,1,3,2,11,2,1,1
48530,9,1,1,4,2,2,6,1,1,1
48531,7,1,1,2,2,1,15,2,1,1
48532,8,1,1,4,3,2,18,1,1,3
48533,2,3,2,2,5,3,19,3,2,2
48534,2,1,1,2,6,1,10,1,1,1
48535,12,2,1,2,3,2,18,1,1,3
48536,5,1,1,3,2,2,20,1,1,1
48537,5,1,1,3,2,2,20,1,1,1
48538,5,1,1,3,3,2,8,1,1,1
48539,2,1,1,2,6,1,7,1,1,1
48540,9,2,1,1,4,2,3,1,1,1
48541,7,2,1,1,3,2,11,2,1,1
48542,9,2,1,1,4,1,3,1,1,1
48543,12,1,1,6,1,3,1,1,1,1
48544,9,2,1,1,4,2,3,1,1,1
48545,7,3,1,2,2,3,12,2,1,2
48546,5,1,1,3,3,2,8,1,1,1
48547,2,3,2,2,2,3,9,2,2,2
48548,1,1,1,4,3,2,8,1,1,1
48549,2,1,1,2,6,1,17,1,1,1
48550,1,1,1,2,3,2,16,1,1,1
48551,5,1,1,3,3,2,8,1,1,1
48552,8,2,1,1,3,2,11,2,1,1
48553,9,2,1,1,4,2,3,1,1,1
48554,5,2,1,3,4,2,3,1,1,1
48555,9,1,1,4,6,1,10,1,1,1
48556,9,2,1,1,1,2,13,1,1,1
48557,5,1,1,3,2,2,20,1,1,1
48558,8,2,1,4,4,2,3,1,1,1
48559,10,2,1,5,2,3,4,1,1,1
48560,9,1,1,4,6,1,7,1,1,1
48561,8,1,1,4,3,2,18,1,1,3
48562,2,1,1,2,6,1,7,1,1,1
48563,9,2,1,1,1,2,13,1,1,1
48564,5,1,1,3,2,2,20,1,1,1
48565,9,1,1,4,6,1,10,1,1,1
48566,1,2,1,1,3,1,11,2,1,1
48567,5,1,1,3,3,2,8,1,1,1
48568,5,2,1,3,4,2,3,1,1,1
48569,5,1,1,3,2,2,20,1,1,1
48570,5,2,1,3,4,2,3,1,1,1
48571,5,1,1,3,2,2,20,1,1,1
48572,7,2,1,1,3,2,11,2,1,1
48573,12,2,1,2,3,2,18,1,1,3
48574,2,1,1,2,6,1,17,1,1,1
48575,5,1,1,3,3,1,8,1,1,1
48576,8,2,1,1,3,1,11,2,1,1
48577,5,1,1,3,2,2,20,1,1,1
48578,7,1,1,2,2,1,15,2,1,1
48579,9,1,1,4,6,1,10,1,1,1
48580,7,3,1,2,2,3,14,2,1,3
48581,2,1,1,2,6,1,17,1,1,1
48582,8,1,1,2,3,2,16,1,1,1
48583,3,1,1,4,3,2,8,1,1,1
48584,2,3,1,2,3,2,14,2,1,3
48585,8,3,2,2,5,3,19,3,2,2
48586,6,1,1,2,3,2,16,1,1,1
48587,2,1,1,2,3,2,18,1,1,3
48588,10,1,1,4,3,1,8,1,1,1
48589,8,2,1,1,3,2,11,2,1,1
48590,2,3,2,2,5,3,19,3,2,2
48591,8,2,1,1,3,2,11,2,1,1
48592,2,1,1,2,3,2,18,1,1,3
48593,2,1,1,2,2,1,15,2,1,1
48594,10,3,2,4,2,3,2,3,2,3
48595,8,1,1,4,3,2,8,1,1,1
48596,8,1,1,4,2,2,20,1,1,1
48597,7,2,1,1,3,2,11,2,1,1
48598,10,3,2,4,3,3,2,3,2,3
48599,5,1,1,3,2,2,20,1,1,1
48600,5,2,1,3,4,2,3,1,1,1
48601,5,2,1,3,4,2,3,1,1,1
48602,5,1,1,3,2,2,20,1,1,1
48603,5,2,1,3,4,2,3,1,1,1
48604,2,1,1,2,6,1,10,1,1,1
48605,9,2,1,1,1,2,13,1,1,1
48606,5,1,1,3,2,2,20,1,1,1
48607,5,1,1,3,2,2,20,1,1,1
48608,8,2,1,2,3,2,18,1,1,3
48609,5,1,1,3,3,2,8,1,1,1
48610,4,1,1,2,3,2,16,1,1,1
48611,9,1,1,4,6,1,17,1,1,1
48612,2,1,1,2,3,2,18,1,1,3
48613,5,1,1,3,3,2,8,1,1,1
48614,5,1,1,3,3,2,8,1,1,1
48615,8,2,1,2,3,2,18,1,1,3
48616,4,1,1,4,3,1,6,1,1,1
48617,9,1,1,4,6,1,10,1,1,1
48618,5,1,1,3,2,2,20,1,1,1
48619,1,3,2,4,3,3,2,3,2,3
48620,8,1,1,4,3,2,8,1,1,1
48621,5,1,1,3,2,2,20,1,1,1
48622,2,1,1,2,6,1,17,1,1,1
48623,5,1,1,3,3,2,8,1,1,1
48624,3,2,1,1,1,1,13,1,1,1
48625,2,3,2,2,2,3,9,2,2,2
48626,5,1,1,3,5,2,8,1,1,1
48627,2,3,2,2,2,3,9,2,2,2
48628,7,1,1,2,2,1,15,2,1,1
48629,6,1,1,4,3,2,6,1,1,1
48630,5,1,1,3,3,2,8,1,1,1
48631,7,3,1,2,2,3,12,2,1,2
48632,12,3,2,4,3,3,2,3,2,3
48633,9,1,1,4,2,2,6,1,1,1
48634,2,1,1,2,6,1,10,1,1,1
48635,5,1,1,3,2,2,20,1,1,1
48636,5,2,1,3,4,2,3,1,1,1
48637,9,1,1,4,6,1,7,1,1,1
48638,7,1,1,2,2,1,15,2,1,1
48639,5,1,1,3,3,1,8,1,1,1
48640,5,1,1,3,2,2,20,1,1,1
48641,2,3,2,2,2,3,9,2,2,2
48642,3,1,1,4,3,2,6,1,1,1
48643,7,2,1,1,3,2,11,2,1,1
48644,5,1,1,3,3,2,8,1,1,1
48645,8,1,1,4,5,3,4,1,1,1
48646,4,1,1,4,3,2,18,1,1,3
48647,11,1,1,2,1,3,1,1,1,1
48648,8,2,1,4,4,2,3,1,1,1
48649,5,1,1,3,5,2,8,1,1,1
48650,8,1,1,2,3,2,16,1,1,1
48651,5,1,1,3,2,2,20,1,1,1
48652,2,1,1,2,6,1,7,1,1,1
48653,5,2,1,3,4,2,3,1,1,1
48654,2,1,1,2,6,1,10,1,1,1
48655,2,1,1,2,6,1,7,1,1,1
48656,5,1,1,3,5,2,8,1,1,1
48657,5,1,1,3,2,2,20,1,1,1
48658,7,2,1,1,3,2,11,2,1,1
48659,9,1,1,4,2,2,6,1,1,1
48660,2,1,1,2,6,1,7,1,1,1
48661,4,2,1,2,3,2,18,1,1,3
48662,4,1,1,2,3,2,16,1,1,1
48663,9,3,2,4,2,3,5,3,2,3
48664,2,1,1,2,2,1,15,2,1,1
48665,5,1,1,3,3,2,8,1,1,1
48666,5,1,1,3,3,2,8,1,1,1
48667,4,2,1,2,3,2,18,1,1,3
48668,3,1,1,6,1,3,1,1,1,1
48669,4,1,1,4,3,2,8,1,1,1
48670,5,1,1,3,2,2,20,1,1,1
48671,5,1,1,3,2,2,20,1,1,1
48672,12,1,1,4,2,2,20,1,1,1
48673,5,1,1,3,2,2,20,1,1,1
48674,10,1,1,6,1,2,1,1,1,1
48675,2,1,1,2,6,1,17,1,1,1
48676,8,2,1,1,3,2,11,2,1,1
48677,6,1,1,2,3,2,16,1,1,1
48678,5,1,1,3,3,2,8,1,1,1
48679,8,3,2,4,3,3,2,3,2,3
48680,6,1,1,4,3,1,8,1,1,1
48681,9,2,1,1,4,1,3,1,1,1
48682,10,1,1,4,2,2,20,1,1,1
48683,2,1,1,2,6,1,17,1,1,1
48684,2,1,1,2,6,1,7,1,1,1
48685,2,1,1,2,6,1,7,1,1,1
48686,8,1,1,2,3,2,16,1,1,1
48687,7,2,1,1,3,2,11,2,1,1
48688,9,1,1,4,6,1,10,1,1,1
48689,10,2,1,1,4,2,3,1,1,1
48690,5,1,1,3,2,2,20,1,1,1
48691,5,1,1,3,2,2,20,1,1,1
48692,2,1,1,2,6,1,7,1,1,1
48693,5,1,1,3,3,2,8,1,1,1
48694,2,1,1,2,6,1,7,1,1,1
48695,2,1,1,2,6,1,17,1,1,1
48696,10,1,1,4,2,2,20,1,1,1
48697,9,1,1,4,2,2,6,1,1,1
48698,9,2,1,1,4,2,3,1,1,1
48699,10,2,1,2,2,3,12,2,1,2
48700,5,1,1,3,3,2,8,1,1,1
48701,5,1,1,3,2,2,20,1,1,1
48702,1,1,1,4,3,1,6,1,1,1
48703,10,2,1,4,4,2,3,1,1,1
48704,2,1,1,2,6,1,7,1,1,1
48705,2,1,1,2,6,1,7,1,1,1
48706,12,1,1,2,3,2,16,1,1,1
48707,9,1,1,4,6,1,10,1,1,1
48708,2,1,1,2,6,1,10,1,1,1
48709,2,1,1,2,6,1,7,1,1,1
48710,4,2,1,1,3,1,11,2,1,1
48711,8,1,1,2,3,2,16,1,1,1
48712,9,1,1,4,6,1,7,1,1,1
48713,10,2,1,5,5,2,4,1,1,1
48714,10,3,2,4,3,3,2,3,2,3
48715,6,1,1,4,3,2,8,1,1,1
48716,5,1,1,3,2,2,20,1,1,1
48717,5,1,1,3,5,2,8,1,1,1
48718,8,3,2,2,5,3,19,3,2,2
48719,4,1,1,4,3,2,8,1,1,1
48720,10,2,1,2,2,3,12,2,1,2
48721,2,1,1,2,2,1,15,2,1,1
48722,2,1,1,2,6,1,17,1,1,1
48723,2,1,1,2,6,1,17,1,1,1
48724,2,1,1,2,6,1,7,1,1,1
48725,10,1,1,4,3,2,8,1,1,1
48726,5,1,1,3,5,2,8,1,1,1
48727,7,1,1,2,2,1,15,2,1,1
48728,2,1,1,2,6,1,17,1,1,1
48729,9,1,1,4,6,1,10,1,1,1
48730,1,2,1,1,3,1,11,2,1,1
48731,2,1,1,2,6,1,7,1,1,1
48732,4,1,1,4,3,2,18,1,1,3
48733,5,1,1,3,3,2,8,1,1,1
48734,5,1,1,3,3,1,8,1,1,1
48735,5,1,1,3,2,2,20,1,1,1
48736,5,1,1,3,3,2,8,1,1,1
48737,8,2,1,1,3,2,11,2,1,1
48738,9,2,1,1,4,1,3,1,1,1
48739,11,1,1,2,1,3,1,1,1,1
48740,1,2,1,1,3,1,11,2,1,1
48741,8,3,2,2,5,3,19,3,2,2
48742,5,1,1,3,2,2,20,1,1,1
48743,2,1,1,2,2,1,15,2,1,1
48744,9,2,1,1,4,2,3,1,1,1
48745,5,2,1,3,4,2,3,1,1,1
48746,12,1,1,4,3,1,8,1,1,1
48747,5,2,1,3,4,2,3,1,1,1
48748,10,3,2,4,2,3,2,3,2,3
48749,10,2,1,5,2,3,4,1,1,1
48750,7,2,1,1,3,2,11,2,1,1
48751,10,1,1,4,3,2,6,1,1,1
48752,9,1,1,4,6,1,10,1,1,1
48753,6,1,1,4,3,1,6,1,1,1
48754,2,3,2,2,5,3,19,3,2,2
48755,8,3,2,2,5,3,19,3,2,2
48756,5,1,1,3,5,2,8,1,1,1
48757,5,1,1,3,3,1,8,1,1,1
48758,12,2,1,1,3,2,11,2,1,1
48759,9,3,2,4,2,3,5,3,2,3
48760,8,3,2,2,5,3,19,3,2,2
48761,3,1,1,2,3,2,16,1,1,1
48762,8,3,2,2,5,3,19,3,2,2
48763,2,1,1,2,6,1,17,1,1,1
48764,5,1,1,3,2,2,20,1,1,1
48765,5,1,1,3,2,2,20,1,1,1
48766,10,1,1,6,1,3,1,1,1,1
48767,5,1,1,3,3,2,8,1,1,1
48768,3,1,1,2,3,2,16,1,1,1
48769,2,1,1,2,6,1,10,1,1,1
48770,2,3,1,2,3,2,14,2,1,3
48771,7,2,1,1,3,2,11,2,1,1
48772,10,1,1,4,3,2,8,1,1,1
48773,9,1,1,4,6,1,7,1,1,1
48774,8,2,1,1,3,1,11,2,1,1
48775,5,1,1,3,2,2,20,1,1,1
48776,5,1,1,3,2,2,20,1,1,1
48777,5,1,1,3,3,1,8,1,1,1
48778,9,1,1,4,6,1,10,1,1,1
48779,8,1,1,2,3,2,16,1,1,1
48780,2,1,1,2,6,1,7,1,1,1
48781,10,2,1,5,5,2,4,1,1,1
48782,5,1,1,3,3,2,8,1,1,1
48783,8,3,2,2,5,3,19,3,2,2
48784,9,2,1,1,4,1,3,1,1,1
48785,7,1,1,2,2,1,15,2,1,1
48786,9,1,1,4,2,2,6,1,1,1
48787,6,2,1,1,3,1,11,2,1,1
48788,2,1,1,2,2,1,15,2,1,1
48789,12,2,1,2,3,2,18,1,1,3
48790,2,1,1,2,3,2,18,1,1,3
48791,6,2,1,1,3,2,11,2,1,1
48792,5,1,1,3,3,2,8,1,1,1
48793,2,1,1,2,6,1,10,1,1,1
48794,2,1,1,2,6,1,17,1,1,1
48795,5,1,1,3,3,2,8,1,1,1
48796,5,1,1,3,2,2,20,1,1,1
48797,9,1,1,4,2,2,6,1,1,1
48798,12,2,1,1,1,1,13,1,1,1
48799,9,3,2,4,2,3,5,3,2,3
48800,2,1,1,2,3,2,18,1,1,3
48801,8,1,1,4,3,1,8,1,1,1
48802,2,3,2,2,2,3,9,2,2,2
48803,2,1,1,2,6,1,7,1,1,1
48804,2,3,2,2,5,3,19,3,2,2
48805,3,1,1,4,5,3,4,1,1,1
48806,12,2,1,1,3,1,11,2,1,1
48807,2,1,1,2,6,1,7,1,1,1
48808,2,3,2,2,5,3,19,3,2,2
